,基金代码,基金简称
8972,010925,兴银科技增长1个月滚动混合A
8973,010926,兴银科技增长1个月滚动混合C
8974,010927,大成元吉增利债券A
8975,010928,大成元吉增利债券C
8976,010929,大成核心价值甄选混合A
8977,010930,大成核心价值甄选混合C
8978,010931,国联安鑫元1个月持有混合A
8979,010932,国联安鑫元1个月持有混合C
8980,010933,中银稳汇短债债券E
8981,010934,国寿安保稳福6个月持有期混合A
8982,010935,国寿安保稳福6个月持有期混合C
8983,010936,交银均衡成长一年混合A
8984,010937,交银均衡成长一年混合C
8985,010938,大摩招惠一年持有期混合A
8986,010939,大摩招惠一年持有期混合C
8987,010940,大成安享得利六个月持有混合A
8988,010941,大成安享得利六个月持有混合C
8989,010942,招商瑞乐6个月持有期混合A
8990,010943,招商瑞乐6个月持有期混合C
8991,010944,招商商业模式优选A
8992,010945,招商商业模式优选C
8993,010946,中银证券汇福一年定开债券发起式
8994,010947,中欧嘉选混合A
8995,010948,中欧嘉选混合C
8996,010951,中金成长精选混合A
8997,010952,中金成长精选混合C
8998,010953,天弘国证A50指数A
8999,010954,天弘国证A50指数C
9000,010955,天弘中证智能汽车指数发起式A
9001,010956,天弘中证智能汽车指数发起式C
9002,010957,九泰久安量化A
9003,010958,信诚养老2035三年持有混合(FOF)
9004,010959,大成惠泽一年定开债券发起式
9005,010960,大成惠恒一年定开债券发起式
9006,010961,九泰久安量化C
9007,010962,中银鑫新消费成长混合C
9008,010963,信达澳银周期动力混合
9009,010964,鹏华可转债债券C
9010,010965,中银鑫新消费成长混合A
9011,010966,富国成长领航混合
9012,010967,博道嘉丰混合A
9013,010968,博道嘉丰混合C
9014,010969,华夏安阳6个月持有期混合A
9015,010970,华夏安阳6个月持有期混合C
9016,010971,华夏永鑫六个月持有期混合A
9017,010972,华夏永鑫六个月持有期混合C
9018,010973,博时聚源纯债债券C
9019,010976,华商鸿盈87个月定开债
9020,010977,华夏鸿阳6个月持有期混合A
9021,010978,华夏鸿阳6个月持有期混合C
9022,010979,华夏鼎润债券A
9023,010980,华夏鼎润债券C
9024,010981,兴全汇虹一年持有混合A
9025,010982,兴全汇虹一年持有混合C
9026,010983,兴银汇泽87个月定开债
9027,010984,国寿安保稳安混合A
9028,010985,国寿安保稳安混合C
9029,010986,银华信用季季红债券C
9030,010987,中融鑫锐精选一年持有混合A
9031,010988,中融鑫锐精选一年持有混合C
9032,010989,南方房地产ETF联接E
9033,010990,南方有色金属ETF联接E
9034,010991,长盛同鑫行业配置混合C
9035,010992,东财中证500A
9036,010993,东财中证500C
9037,010994,博时创新经济混合A
9038,010995,博时创新经济混合C
9039,010996,招商品质升级混合A
9040,010997,招商品质升级混合C
9041,010998,博道消费智航
9042,010999,兴华瑞丰混合A
9043,011000,兴华瑞丰混合C
9044,011002,同泰大健康主题混合A
9045,011003,同泰大健康主题混合C
9046,011004,永赢鑫盛混合
9047,011006,工银圆丰三年持有期混合
9048,011007,国投瑞银顺臻纯债债券C
9049,011008,国寿安保尊弘短债债券A
9050,011009,国寿安保尊弘短债债券C
9051,011010,国寿安保尊弘短债债券E
9052,011011,融通产业趋势2年封闭运作混合
9053,011012,泰康安泽中短债C
9054,011013,长城消费30股票A
9055,011014,长城消费30股票C
9056,011015,嘉合锦元回报混合A
9057,011016,嘉合锦元回报混合C
9058,011017,鹏扬景明一年混合
9059,011018,景顺长城安泽回报一年持有混合A
9060,011019,景顺长城安泽回报一年持有混合C
9061,011020,财通资管消费精选混合C
9062,011021,汇添富互联网核心资产六个月持有混合A
9063,011022,汇添富互联网核心资产六个月持有混合C
9064,011023,民生加银汇利混合
9065,011024,东兴兴利债券D
9066,011025,九泰久元量化A
9067,011026,九泰久元量化C
9068,011027,国寿安保稳弘混合A
9069,011028,国寿安保稳弘混合C
9070,011029,安信永盈一年定开债券
9071,011030,达诚价值先锋灵活配置A
9072,011031,达诚价值先锋灵活配置C
9073,011032,东方红睿泽三年定开混合C
9074,011033,南方宝恒混合A
9075,011034,南方宝恒混合C
9076,011035,嘉实中证稀土产业ETF联接A
9077,011036,嘉实中证稀土产业ETF联接C
9078,011037,富国长期成长混合
9079,011038,新华利率债债券A
9080,011039,新华利率债债券C
9081,011040,天弘国证生物医药ETF发起式联接A
9082,011041,天弘国证生物医药ETF发起式联接C
9083,011042,国泰价值先锋股票A
9084,011043,国泰价值先锋股票C
9085,011044,中银顺泽回报一年持有期混合A
9086,011045,中银顺泽回报一年持有期混合C
9087,011046,富国优质企业混合A
9088,011047,富国优质企业混合C
9089,011048,天弘恒新混合A
9090,011049,天弘恒新混合C
9091,011050,天弘裕新混合A
9092,011051,天弘裕新混合C
9093,011052,鹏华弘裕一年持有期混合A
9094,011053,鹏华弘裕一年持有期混合C
9095,011054,申万菱信安鑫智选混合A
9096,011055,申万菱信安鑫智选混合C
9097,011056,博时汇兴回报一年持有期混合
9098,011057,汇添富丰利短债债券C
9099,011058,景顺长城成长龙头一年持有混合A
9100,011059,景顺长城成长龙头一年持有混合C
9101,011060,西部利得策略优选混合C
9102,011061,广发安悦回报混合C
9103,011062,广发中债7-10年国开债指数E
9104,011063,国寿安保鑫钱包货币B
9105,011064,南方誉享一年持有期混合A
9106,011065,南方誉享一年持有期混合C
9107,011066,大成高新技术产业股票C
9108,011067,财通资管鸿达纯债I
9109,011068,华宝资源优选混合C
9110,011069,工银成长精选混合A
9111,011070,工银成长精选混合C
9112,011071,鹏华安悦一年持有期混合A
9113,011072,鹏华安悦一年持有期混合C
9114,011073,鹏华安润混合A
9115,011074,鹏华安润混合C
9116,011075,大成恒享春晓一年定开混合A
9117,011076,大成恒享春晓一年定开混合C
9118,011077,汇丰晋信创新先锋
9119,011078,诺德品质消费6个月持有混合
9120,011079,嘉实致泓一年定期纯债债券
9121,011080,鹏华尊和一年定开发起式债券
9122,011081,国投瑞银港股通混合C
9123,011082,国投瑞银医疗保健混合C
9124,011083,银河聚利87个月定开债券
9125,011084,财通资管新添益6个月持有期混合A
9126,011085,财通资管新添益6个月持有期混合C
9127,011086,易方达瑞康混合A
9128,011087,易方达瑞康混合C
9129,011088,景顺长城景泰恒利一年定开债
9130,011089,景顺长城景颐惠利一年持有期债券A
9131,011090,景顺长城景颐惠利一年持有期债券C
9132,011091,工银双玺6个月持有期债券A
9133,011092,工银双玺6个月持有期债券C
9134,011093,永赢宏泽一年定开混合
9135,011094,诺德安盛纯债
9136,011095,博时恒泽混合A
9137,011096,博时恒泽混合C
9138,011097,达诚宜创精选混合A
9139,011098,达诚宜创精选混合C
9140,011099,富国价值创造混合A
9141,011100,富国价值创造混合C
9142,011101,圆信永丰瑞丰66个月定开债
9143,011102,天弘中证光伏产业指数A
9144,011103,天弘中证光伏产业指数C
9145,011104,光大智能汽车主题股票
9146,011105,长信稳健均衡6个月持有期混合A
9147,011106,长信稳健均衡6个月持有期混合C
9148,011107,九泰天兴量化智选A
9149,011108,九泰天兴量化智选C
9150,011109,南方晖元6个月持有期债券A
9151,011110,南方晖元6个月持有期债券C
9152,011111,华泰柏瑞行业严选混合A
9153,011112,华泰柏瑞行业严选混合C
9154,011113,富国军工主题混合C
9155,011114,富国沪港深行业精选混合C
9156,011115,海富通利率债债券A
9157,011116,海富通利率债债券C
9158,011117,富国沪港深业绩驱动混合型C
9159,011118,汇添富稳健睿选一年持有混合A
9160,011119,汇添富稳健睿选一年持有混合C
9161,011120,富国创新科技混合C
9162,011121,广发兴诚混合A
9163,011122,汇添富ESG可持续成长A
9164,011123,汇添富ESG可持续成长C
9165,011124,富国金融地产行业混合C
9166,011125,富国文体健康股票C
9167,011126,富国互联科技股票C
9168,011127,富国清洁能源产业混合C
9169,011128,华安精致生活混合A
9170,011129,华安精致生活混合C
9171,011130,广发兴诚混合C
9172,011131,富国沪港深价值混合C
9173,011132,鹏扬沪深300质量成长低波动A
9174,011133,鹏扬沪深300质量成长低波动C
9175,011134,广发价值优选混合A
9176,011135,广发价值优选混合C
9177,011136,广发盛兴混合A
9178,011137,广发盛兴混合C
9179,011138,广发聚鸿六个月持有期混合A
9180,011139,广发聚鸿六个月持有期混合C
9181,011140,广发聚鸿六个月持有期混合E
9182,011141,南方景元中高等级信用债债券
9183,011142,创金合信新材料新能源股票A
9184,011143,创金合信新材料新能源股票C
9185,011144,华安汇宏精选混合A
9186,011145,华安汇宏精选混合C
9187,011146,创金气候变化责任投资股票A
9188,011147,创金气候变化责任投资股票C
9189,011148,南方军工改革灵活配置混合C
9190,011149,创金合信ESG责任投资股票A
9191,011150,创金合信ESG责任投资股票C
9192,011151,富国医疗保健行业混合C
9193,011152,国富兴海回报混合
9194,011153,华宝新兴消费混合A
9195,011154,华宝新兴消费混合C
9196,011155,金鹰责任投资混合A
9197,011156,金鹰责任投资混合C
9198,011157,弘毅远方港股通智选领航混合A
9199,011158,弘毅远方港股通智选领航混合C
9200,011159,大成中小盘混合(LOF)C
9201,011160,富国质量成长6个月持有混合A
9202,011161,富国质量成长6个月持有混合C
9203,011162,博时港股通领先趋势混合A
9204,011163,博时港股通领先趋势混合C
9205,011164,富国兴远优选12个月持有混合A
9206,011165,富国兴远优选12个月持有混合C
9207,011166,万家陆家嘴金融城金融债
9208,011167,景顺长城景气成长
9209,011168,嘉实睿享安久双利18个月持有期债券
9210,011169,建信臻选混合
9211,011170,宝盈智慧生活混合A
9212,011171,宝盈智慧生活混合C
9213,011172,广发利鑫灵活配置混合C
9214,011173,银华心享一年持有期混合
9215,011174,中庚价值品质一年持有期混合
9216,011175,平安恒鑫混合A
9217,011176,平安恒鑫混合C
9218,011177,博时汇融回报一年持有混合A
9219,011178,博时汇融回报一年持有混合C
9220,011179,浙商智选食品饮料股票A
9221,011180,浙商智选食品饮料股票C
9222,011181,长盛成长龙头混合A
9223,011182,长盛成长龙头混合C
9224,011183,广发内需增长混合C
9225,011184,东方阿尔法招阳混合A
9226,011185,东方阿尔法招阳混合C
9227,011186,信达澳银至诚精选混合
9228,011187,中加穗盈纯债债券
9229,011188,信达澳银星奕混合A
9230,011189,建信智汇优选一年持有期混合(MOM)
9231,011190,招商瑞安1年持有期混合A
9232,011191,招商瑞安1年持有期混合C
9233,011192,广发恒荣三个月持有期混合A
9234,011193,广发恒荣三个月持有期混合C
9235,011194,广发睿铭两年持有期混合A
9236,011195,广发睿铭两年持有期混合C
9237,011196,上投摩根优势成长混合A
9238,011197,上投摩根优势成长混合C
9239,011198,交银施罗德鑫选回报混合A
9240,011199,交银施罗德鑫选回报混合C
9241,011201,财通优势行业轮动混合A
9242,011202,财通优势行业轮动混合C
9243,011203,永赢惠添益混合A
9244,011204,永赢惠添益混合C
9245,011205,兴银中证500指数增强C
9246,011206,创金合信竞争优势混合A
9247,011207,创金合信竞争优势混合C
9248,011212,富国稳健策略6个月持有混合A
9249,011213,富国稳健策略6个月持有混合C
9250,011214,招商惠润一年定开混合发起式(MOM)A
9251,011215,招商惠润一年定开混合发起式(MOM)C
9252,011216,南方优质企业混合A
9253,011217,南方优质企业混合C
9254,011220,南方匠心优选股票A
9255,011221,南方匠心优选股票C
9256,011222,建信现金添益货币C
9257,011223,信达澳银星奕混合C
9258,011224,九泰盈泰量化股票A
9259,011225,九泰盈泰量化股票C
9260,011228,西部利得量化成长混合C
9261,011229,创金合信数字经济主题股票A
9262,011230,创金合信数字经济主题股票C
9263,011231,光大锦弘混合A
9264,011232,光大锦弘混合C
9265,011233,泰康福泰平衡养老三年持有混合(FOF)
9266,011234,泰达宏利中债1-5年国开债A
9267,011235,泰达宏利中债1-5年国开债C
9268,011236,上投摩根行业睿选股票A
9269,011237,上投摩根行业睿选股票C
9270,011238,华安聚恒精选混合A
9271,011239,华安聚恒精选混合C
9272,011240,东吴行业轮动混合C
9273,011241,东吴双动力混合C
9274,011242,东吴进取策略混合C
9275,011243,万家惠裕回报6个月持有期混合A
9276,011244,万家惠裕回报6个月持有期混合C
9277,011245,中加瑞享纯债债券C
9278,011246,嘉实阿尔法优选混合A
9279,011247,嘉实阿尔法优选混合C
9280,011248,嘉实品质回报混合
9281,011249,嘉实稳裕混合A
9282,011250,嘉实稳裕混合C
9283,011251,华安聚嘉精选混合A
9284,011252,华安聚嘉精选混合C
9285,011253,华宝1-5年政金债指数
9286,011254,长江量化科技精选一个月滚动持有股票A
9287,011255,长江量化科技精选一个月滚动持有股票C
9288,011256,交银鸿光一年混合A
9289,011257,交银鸿光一年混合C
9290,011258,招商保证金快线D
9291,011259,汇添富高质量成长30一年混合C
9292,011260,金鹰新能源混合A
9293,011261,金鹰新能源混合C
9294,011262,华夏鼎英债券A
